TIPO;ENTIDAD;CONCEPTO_XBRL;RELACION_ENTIDAD;CONCEPTO;NO_FACTURA_;DETALLE_DE_LA_OPERACION_;FECHA_DE_DOCUMENTO;DOC_CONTABLE_;CUENTA_CONTABLE;IMPORTE;VALOR_IVA_;FECHA_CORTE
Ingresos;Promotora Chilena S.A.;Asociadas [miembro];Asociadas;Venta de bienes;FX4120014220;Venta de producto;1/08/2023;1900000858;;-306602235;0;31/12/2023
Ingresos;Promotora Chilena S.A.;Asociadas [miembro];Asociadas;Venta de bienes;FX4120014220;Venta de producto;28/07/2023;9100245128;;306602235;0;31/12/2023
Ingresos;Promotora Chilena S.A.;Asociadas [miembro];Asociadas;Venta de bienes;FX4120014220;Venta de producto;28/07/2023;2300012285;;-306602235;0;31/12/2023
Ingresos;Promotora Chilena S.A.;Asociadas [miembro];Asociadas;Venta de bienes;FX4120014231;Venta de producto;17/08/2023;2300013646;;-863690498;0;31/12/2023
Ingresos;Promotora Chilena S.A.;Asociadas [miembro];Asociadas;Venta de bienes;FX/4120014242;Venta de producto;18/08/2023;2300013755;;-532719585;0;31/12/2023
Ingresos;Promotora Chilena S.A.;Asociadas [miembro];Asociadas;Venta de bienes;FX4120014243;Venta de producto;18/08/2023;2300013756;;-666110669;0;31/12/2023
Ingresos;Promotora Chilena S.A.;Asociadas [miembro];Asociadas;Venta de bienes;FX4120014244;Venta de producto;18/08/2023;2300013757;;-130355043;0;31/12/2023
Ingresos;Promotora Chilena S.A.;Asociadas [miembro];Asociadas;Venta de bienes;FX4120014245;Venta de producto;;2300013766;;-446793256;0;31/12/2023
Ingresos;Promotora Chilena S.A.;Asociadas [miembro];Asociadas;Venta de bienes;FX4120014246;Venta de producto;;2300013767;;-16739478;0;31/12/2023
Ingresos;Promotora Chilena S.A.;Asociadas [miembro];Asociadas;Venta de bienes;FX4120014246;Venta de producto;;2300013767;;-6402160;0;31/12/2023
Ingresos;Promotora Chilena S.A.;Asociadas [miembro];Asociadas;Venta de bienes;FX4120014267;Venta de producto;;2300015410;;-310275072;0;31/12/2023
Ingresos;Promotora Chilena S.A.;Asociadas [miembro];Asociadas;Venta de bienes;FX4120014268;Venta de producto;;2300015411;;-8362873;0;31/12/2023
Ingresos;Promotora Chilena S.A.;Asociadas [miembro];Asociadas;Venta de bienes;FX4120014268;Venta de producto;;2300015411;;-3255439;0;31/12/2023
Ingresos;Promotora Chilena S.A.;Asociadas [miembro];Asociadas;Venta de bienes;FX4120014269;Venta de producto;;2300015412;;-140785187;0;31/12/2023
Ingresos;Promotora Chilena S.A.;Asociadas [miembro];Asociadas;Venta de bienes;FX4120014270;Venta de producto;;2300015413;;-473916923;0;31/12/2023
Ingresos;Promotora Chilena S.A.;Asociadas [miembro];Asociadas;Venta de bienes;FX4120014288;Venta de producto;;2300015914;;-505062154;0;31/12/2023
Ingresos;Promotora Chilena S.A.;Asociadas [miembro];Asociadas;Venta de bienes;FX4120014289;Venta de producto;;2300015915;;-840930503;0;31/12/2023
Ingresos;Promotora Chilena S.A.;Asociadas [miembro];Asociadas;Venta de bienes;FX4120014290;Venta de producto;;2300015919;;-825615873;0;31/12/2023
Ingresos;Promotora Chilena S.A.;Asociadas [miembro];Asociadas;Venta de bienes;FX4120014291;Venta de producto;;2300015920;;-490215668;0;31/12/2023
Ingresos;Promotora Chilena S.A.;Asociadas [miembro];Asociadas;Venta de bienes;FX4120014292;Venta de producto;;2300015921;;-149486628;0;31/12/2023
Ingresos;Promotora Chilena S.A.;Asociadas [miembro];Asociadas;Venta de bienes;NC-0640021227;Venta de producto;;2200002753;;15839337;0;31/12/2023
Ingresos;Promotora Chilena S.A.;Asociadas [miembro];Asociadas;Venta de bienes;NC-0640021575;Venta de producto;;2200003028;;26440853;0;31/12/2023
Ingresos;Promotora Chilena S.A.;Asociadas [miembro];Asociadas;Venta de bienes;NC-0640021608;Venta de producto;;2200003059;;2547962;0;31/12/2023
Ingresos;Promotora Chilena S.A.;Asociadas [miembro];Asociadas;Venta de bienes;FX-4120014316;Venta de producto;;2300017339;;-618393610;0;31/12/2023
Ingresos;Promotora Chilena S.A.;Asociadas [miembro];Asociadas;Venta de bienes;FX-4120014317;Venta de producto;;2300017391;;-273613856;0;31/12/2023
Ingresos;Promotora Chilena S.A.;Asociadas [miembro];Asociadas;Venta de bienes;FX-4120014318;Venta de producto;;2300017392;;-3420998;0;31/12/2023
Ingresos;Promotora Chilena S.A.;Asociadas [miembro];Asociadas;Venta de bienes;FX-4120014319;Venta de producto;;2300017393;;-238071655;0;31/12/2023
Ingresos;Promotora Chilena S.A.;Asociadas [miembro];Asociadas;Venta de bienes;FX-4120014320;Venta de producto;13/10/2023;2300017394;;-87491130;0;31/12/2023
Ingresos;Promotora Chilena S.A.;Asociadas [miembro];Asociadas;Venta de bienes;FX-4120014362;Venta de producto;10/11/2023;2300019349;;-503809025;0;31/12/2023
Ingresos;Promotora Chilena S.A.;Asociadas [miembro];Asociadas;Venta de bienes;FX-4120014363;Venta de producto;10/11/2023;2300019350;;-50664284;0;31/12/2023
Ingresos;Promotora Chilena S.A.;Asociadas [miembro];Asociadas;Venta de bienes;FX-4120014364;Venta de producto;10/11/2023;2300019351;;-134671178;0;31/12/2023
Ingresos;Promotora Chilena S.A.;Asociadas [miembro];Asociadas;Venta de bienes;FX-4120014365;Venta de producto;11/11/2023;2300019373;;-397525668;0;31/12/2023
Ingresos;Promotora Chilena S.A.;Asociadas [miembro];Asociadas;Venta de bienes;FX-4120014366;Venta de producto;17/11/2023;2300019620;;-564580813;0;31/12/2023
Ingresos;Promotora Chilena S.A.;Asociadas [miembro];Asociadas;Venta de bienes;FX-4120014367;Venta de producto;17/11/2023;2300019621;;-3237243;0;31/12/2023
Ingresos;Promotora Chilena S.A.;Asociadas [miembro];Asociadas;Venta de bienes;FX-4120014368;Venta de producto;17/11/2023;2300019622;;-371976615;0;31/12/2023
Ingresos;Promotora Chilena S.A.;Asociadas [miembro];Asociadas;Venta de bienes;FX-4120014424;Venta de producto;12/12/2023;2300021284;;-50585556;0;31/12/2023
Ingresos;Promotora Chilena S.A.;Asociadas [miembro];Asociadas;Venta de bienes;FX-4120014425;Venta de producto;12/12/2023;2300021285;;-24373776;0;31/12/2023
Ingresos;Promotora Chilena S.A.;Asociadas [miembro];Asociadas;Venta de bienes;FX-4120014426;Venta de producto;12/12/2023;2300021286;;-410911921;0;31/12/2023
Inventario - Costo - Gasto;Promotora Chilena S.A.;Asociadas [miembro];Asociadas;Compras de servicios;DSC DSP 5407;Servicios;10/05/2023;4100010436;;29097900;5528601;31/12/2023
Inventario - Costo - Gasto;Promotora Chilena S.A.;Asociadas [miembro];Asociadas;Compras de servicios;DSC DSP 5647;Servicios;12/06/2023;4100016635;;95026392;18055003;31/12/2023
Inventario - Costo - Gasto;Promotora Chilena S.A.;Asociadas [miembro];Asociadas;Compras de servicios;DSC DSP 5785;Servicios;6/07/2023;4100020612;;103202000;19608380;31/12/2023
Inventario - Costo - Gasto;Promotora Chilena S.A.;Asociadas [miembro];Asociadas;Compras de servicios;DSC DSP -5903;Servicios;12/10/2023;4100024458;;228966273;43503592;31/12/2023
Inventario - Costo - Gasto;Promotora Chilena S.A.;Asociadas [miembro];Asociadas;Compras de servicios;DSC DSP -5904;Servicios;12/10/2023;4100024459;;162101600;30799304;31/12/2023
Inventario - Costo - Gasto;Promotora Chilena S.A.;Asociadas [miembro];Asociadas;Compras de servicios;DSC DSP -5948;Servicios;31/10/2023;4100026617;;169554000;32215260;31/12/2023
Inventario - Costo - Gasto;Promotora Chilena S.A.;Asociadas [miembro];Asociadas;Compras de servicios;DSC DSP -6050;Servicios;27/11/2023;4100028886;;5909946;1122890;31/12/2023
Inventario - Costo - Gasto;Promotora Chilena S.A.;Asociadas [miembro];Asociadas;Compras de servicios;DSC DSP -6190;Servicios;22/12/2023;4100031799;;238950000;45400500;31/12/2023
Inventario - Costo - Gasto;Promotora Chilena S.A.;Asociadas [miembro];Asociadas;Compras de servicios;DSC DSP -6194;Servicios;26/12/2023;4100031968;;8871800;1685642;31/12/2023
Inventario - Costo - Gasto;Promotora Chilena S.A.;Asociadas [miembro];Asociadas;Compras de servicios;DSC DSP -6196;Servicios;26/12/2023;4100032066;;1214663;230786;31/12/2023
Inventario - Costo - Gasto;Promotora Chilena S.A.;Asociadas [miembro];Asociadas;Compras de servicios;DSC DSP -6220;Servicios;27/12/2023;4100032381;;245539800;46652562;31/12/2023
Inventario - Costo - Gasto;Promotora Ecuatoriana S.A.;Asociadas [miembro];Asociadas;Compras de servicios;DSC DSP -5794;Servicios;16/08/2023;4100020681;;370409;0;31/12/2023
Inventario - Costo - Gasto;Promotora Ecuatoriana S.A.;Asociadas [miembro];Asociadas;Compras de servicios;DSC DSP -5922;Servicios;10/10/2023;4100025538;;3256789;618774;31/12/2023
Inventario - Costo - Gasto;Promotora Ecuatoriana S.A.;Asociadas [miembro];Asociadas;Compras de servicios;DSC DSP -5945;Servicios;31/10/2023;4100026410;;11901096;2261192;31/12/2023
Inventario - Costo - Gasto;Promotora Ecuatoriana S.A.;Asociadas [miembro];Asociadas;Compras de servicios;DSC DSP -5946;Servicios;31/10/2023;4100026411;;396686;75363;31/12/2023
Inventario - Costo - Gasto;Promotora Ecuatoriana S.A.;Asociadas [miembro];Asociadas;Compras de servicios;FAC 001-015-2502;Servicios;21/12/2023;4100031673;;38124415;7243634;31/12/2023
Inventario - Costo - Gasto;Promotora Ecuatoriana S.A.;Asociadas [miembro];Asociadas;Compras de servicios;DSC DSP -6187;Servicios;21/12/2023;4100031693;;302721930;57517157;31/12/2023
Inventario - Costo - Gasto;Promotora Ecuatoriana S.A.;Asociadas [miembro];Asociadas;Compras de servicios;DSC DSP -6195;Servicios;26/12/2023;4100031997;;359972;68388;31/12/2023
Ingresos;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Venta de bienes;FN4110129408;Venta de producto;6/01/2023;2300000257;;-872729;0;31/12/2023
Ingresos;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Venta de bienes;FN4110131004;Venta de producto;10/02/2023;2300002083;;-1160450;0;31/12/2023
Ingresos;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Venta de bienes;FN4110132979;Venta de producto;21/03/2023;2300004251;;-613853;0;31/12/2023
Ingresos;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Venta de bienes;FN4110134788;Venta de producto;20/04/2023;2300006248;;-2766975;0;31/12/2023
Ingresos;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Venta de bienes;FN4110136675;Venta de producto;26/05/2023;2300008391;;-329884;0;31/12/2023
Ingresos;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Venta de bienes;FN4110138509;Venta de producto;29/06/2023;2300010536;;-856193;0;31/12/2023
Ingresos;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Venta de bienes;FN4110139838;Venta de producto;24/07/2023;2300011995;;-680796;0;31/12/2023
Ingresos;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Venta de bienes;FN4110141174;Venta de producto;16/08/2023;2300013511;;-403884;0;31/12/2023
Ingresos;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Venta de bienes;FN4110142710;Venta de producto;12/09/2023;2300015233;;-193010;0;31/12/2023
Ingresos;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Venta de bienes;FN4110142806;Venta de producto;13/09/2023;2300015329;;-602929;0;31/12/2023
Ingresos;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Venta de bienes;FN4110144627;Venta de producto;13/10/2023;2300017401;;-868384;0;31/12/2023
Ingresos;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Venta de bienes;FN4110146191;Venta de producto;9/11/2023;2300019188;;-2403036;0;31/12/2023
Ingresos;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Venta de bienes;FN4110146794;Venta de producto;21/11/2023;2300019823;;-324553;0;31/12/2023
Ingresos;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Venta de bienes;FN4110148139;Venta de producto;13/12/2023;2300021382;;-388186;0;31/12/2023
Inventario - Costo - Gasto;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Compras de servicios;BO1000063168;Compras de servicios;10/01/2023;2301215482;;960079;0;31/12/2023
Inventario - Costo - Gasto;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Compras de servicios;BO1000063170;Compras de servicios;10/01/2023;;;1656588;0;31/12/2023
Inventario - Costo - Gasto;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Compras de servicios;BO1000063183;Compras de servicios;28/02/2023;;;1383552;0;31/12/2023
Inventario - Costo - Gasto;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Compras de servicios;BO1000063193;Compras de servicios;10/01/2023;;;935194;0;31/12/2023
Inventario - Costo - Gasto;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Compras de servicios;BO1000063243;Compras de servicios;;;;1321877;0;31/12/2023
Inventario - Costo - Gasto;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Compras de servicios;BO1000063473;Compras de servicios;;;;1251325;0;31/12/2023
Inventario - Costo - Gasto;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Compras de servicios;BO1000063479;Compras de servicios;;;;1393265;0;31/12/2023
Inventario - Costo - Gasto;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Compras de servicios;BO1000063501;Compras de servicios;;;;1819771;0;31/12/2023
Inventario - Costo - Gasto;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Compras de servicios;BO1000063522;Compras de servicios;;;;483100;0;31/12/2023
Inventario - Costo - Gasto;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Compras de servicios;BO1000063740;Compras de servicios;;;;2017962;0;31/12/2023
Inventario - Costo - Gasto;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Compras de servicios;BO1000063796;Compras de servicios;;;;806799;0;31/12/2023
Inventario - Costo - Gasto;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Compras de servicios;BO1000063801;Compras de servicios;;;;4411634;0;31/12/2023
Inventario - Costo - Gasto;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Compras de servicios;BO1000063812;Compras de servicios;;;;3223999;0;31/12/2023
Inventario - Costo - Gasto;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Compras de servicios;BO1000063865;Compras de servicios;;;;483100;0;31/12/2023
Inventario - Costo - Gasto;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Compras de servicios;BO1000063866;Compras de servicios;;;;2665736;0;31/12/2023
Inventario - Costo - Gasto;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Compras de servicios;BO1000063879;Compras de servicios;;;;483100;0;31/12/2023
Inventario - Costo - Gasto;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Compras de servicios;BO1000063880;Compras de servicios;;;;2722307;0;31/12/2023
Inventario - Costo - Gasto;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Compras de servicios;BO1000063881;Compras de servicios;;;;471000;0;31/12/2023
Inventario - Costo - Gasto;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Compras de servicios;BO1000063899;Compras de servicios;;;;675832;0;31/12/2023
Inventario - Costo - Gasto;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Compras de servicios;BO1000063901;Compras de servicios;;;;2020863;0;31/12/2023
Inventario - Costo - Gasto;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Compras de servicios;BO1000063995;Compras de servicios;;;;803604;0;31/12/2023
Inventario - Costo - Gasto;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Compras de servicios;BO1000064104;Compras de servicios;28/02/2023;;;3652786;0;31/12/2023
Inventario - Costo - Gasto;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Compras de servicios;BO1000064105;Compras de servicios;28/02/2023;;;3614646;0;31/12/2023
Inventario - Costo - Gasto;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Compras de servicios;BO1000064106;Compras de servicios;28/02/2023;;;2776270;0;31/12/2023
Inventario - Costo - Gasto;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Compras de servicios;BO1000064107;Compras de servicios;28/02/2023;;;3492543;0;31/12/2023
Inventario - Costo - Gasto;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Compras de servicios;BO1000064108;Compras de servicios;28/02/2023;;;2780980;0;31/12/2023
Inventario - Costo - Gasto;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Compras de servicios;BO1000064109;Compras de servicios;28/02/2023;;;2241553;0;31/12/2023
Inventario - Costo - Gasto;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Compras de servicios;BO1000064110;Compras de servicios;28/02/2023;;;985342;0;31/12/2023
Inventario - Costo - Gasto;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Compras de servicios;BO1000064114;Compras de servicios;28/02/2023;;;3648405;0;31/12/2023
Inventario - Costo - Gasto;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Compras de servicios;BO1000064234;Compras de servicios;28/02/2023;;;2704542;0;31/12/2023
Inventario - Costo - Gasto;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Compras de servicios;BO1000064235;Compras de servicios;28/02/2023;;;2242370;0;31/12/2023
Inventario - Costo - Gasto;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Compras de servicios;BO1000064236;Compras de servicios;27/02/2023;;;675311;0;31/12/2023
Inventario - Costo - Gasto;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Compras de servicios;BO1000064237;Compras de servicios;28/02/2023;;;1392684;0;31/12/2023
Inventario - Costo - Gasto;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Compras de servicios;BO1000064238;Compras de servicios;28/02/2023;;;1787993;0;31/12/2023
Inventario - Costo - Gasto;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Compras de servicios;BO1000064239;Compras de servicios;27/02/2023;;;703780;0;31/12/2023
Inventario - Costo - Gasto;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Compras de servicios;BO1000064240;Compras de servicios;28/02/2023;;;3173268;0;31/12/2023
Inventario - Costo - Gasto;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Compras de servicios;BO1000064241;Compras de servicios;27/02/2023;;;495200;0;31/12/2023
Inventario - Costo - Gasto;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Compras de servicios;BO1000064242;Compras de servicios;28/02/2023;;;1778259;0;31/12/2023
Inventario - Costo - Gasto;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Compras de servicios;BO1000064323;Compras de servicios;10/03/2023;;;649114;0;31/12/2023
Inventario - Costo - Gasto;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Compras de servicios;BO1000064324;Compras de servicios;10/03/2023;;;1473538;0;31/12/2023
Inventario - Costo - Gasto;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Compras de servicios;BO1000064358;Compras de servicios;27/02/2023;;;2131062;0;31/12/2023
Inventario - Costo - Gasto;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Compras de servicios;BO1000064359;Compras de servicios;10/03/2023;;;857311;0;31/12/2023
Inventario - Costo - Gasto;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Compras de servicios;BO1000064367;Compras de servicios;28/02/2023;;;964174;0;31/12/2023
Inventario - Costo - Gasto;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Compras de servicios;BO1000064477;Compras de servicios;10/03/2023;;;661365;0;31/12/2023
Inventario - Costo - Gasto;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Compras de servicios;BO1000064498;Compras de servicios;9/03/2023;;;661365;0;31/12/2023
Inventario - Costo - Gasto;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Compras de servicios;BO1000064499;Compras de servicios;28/02/2023;;;522116;0;31/12/2023
Inventario - Costo - Gasto;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Compras de servicios;BO1000064529;Compras de servicios;28/02/2023;;;1150390;0;31/12/2023
Inventario - Costo - Gasto;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Compras de servicios;BO1000064530;Compras de servicios;28/02/2023;;;14500;0;31/12/2023
Inventario - Costo - Gasto;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Compras de servicios;BO1000064557;Compras de servicios;28/02/2023;;;507300;0;31/12/2023
Inventario - Costo - Gasto;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Compras de servicios;BO1000064591;Compras de servicios;28/02/2023;;;1328520;0;31/12/2023
Inventario - Costo - Gasto;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Compras de servicios;BO1000064592;Compras de servicios;28/02/2023;;;2655175;0;31/12/2023
Inventario - Costo - Gasto;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Compras de servicios;BO1000064724;Compras de servicios;9/03/2023;;;1010837;0;31/12/2023
Inventario - Costo - Gasto;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Compras de servicios;BO1000064729;Compras de servicios;21/03/2023;;;471000;0;31/12/2023
Inventario - Costo - Gasto;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Compras de servicios;BO1000064737;Compras de servicios;21/03/2023;;;1081639;0;31/12/2023
Inventario - Costo - Gasto;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Compras de servicios;BO1000064796;Compras de servicios;10/03/2023;;;870537;0;31/12/2023
Inventario - Costo - Gasto;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Compras de servicios;BO1000064813;Compras de servicios;21/03/2023;;;471000;0;31/12/2023
Inventario - Costo - Gasto;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Compras de servicios;BO1000064815;Compras de servicios;22/03/2023;;;1241892;0;31/12/2023
Inventario - Costo - Gasto;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Compras de servicios;BO1000064835;Compras de servicios;30/03/2023;;;2176850;0;31/12/2023
Inventario - Costo - Gasto;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Compras de servicios;BO1000064845;Compras de servicios;30/03/2023;;;509700;0;31/12/2023
Inventario - Costo - Gasto;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Compras de servicios;BO1000064860;Compras de servicios;21/03/2023;;;572600;0;31/12/2023
Inventario - Costo - Gasto;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Compras de servicios;BO1000064932;Compras de servicios;29/03/2023;;;1457475;0;31/12/2023
Inventario - Costo - Gasto;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Compras de servicios;BO1000064933;Compras de servicios;21/03/2023;;;1661471;0;31/12/2023
Inventario - Costo - Gasto;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Compras de servicios;BO1000064934;Compras de servicios;21/03/2023;;;2379181;0;31/12/2023
Inventario - Costo - Gasto;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Compras de servicios;BO1000064972;Compras de servicios;29/03/2023;;;1950554;0;31/12/2023
Inventario - Costo - Gasto;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Compras de servicios;BO1000064973;Compras de servicios;29/03/2023;;;2156778;0;31/12/2023
Inventario - Costo - Gasto;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Compras de servicios;BO1000065007;Compras de servicios;21/03/2023;;;483100;0;31/12/2023
Inventario - Costo - Gasto;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Compras de servicios;BO1000065099;Compras de servicios;30/03/2023;;;2136871;0;31/12/2023
Inventario - Costo - Gasto;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Compras de servicios;BO1000065100;Compras de servicios;30/03/2023;;;1685647;0;31/12/2023
Inventario - Costo - Gasto;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Compras de servicios;BO1000065101;Compras de servicios;21/03/2023;;;1278861;0;31/12/2023
Inventario - Costo - Gasto;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Compras de servicios;BO1000065114;Compras de servicios;24/03/2023;;;741416;0;31/12/2023
Inventario - Costo - Gasto;Almacenes Generales de Depósito de Café S.A.;Otras partes relacionadas [miembro];Otras Partes Relacionadas;Compras de servicios;BO1000065115;Compras de servicios;24/03/2023;;;773528;0;31/12/2023
